iter	Logloss
0	0.4602462203
1	0.3061338292
2	0.1936248864
3	0.1269279138
4	0.08305245626
5	0.05537318098
6	0.0389521623
7	0.02791416533
8	0.02054149198
9	0.01574705986
10	0.01241944377
11	0.01006175831
12	0.008389883249
13	0.007054286952
14	0.006167930233
15	0.005500190343
16	0.004970576088
17	0.004610350334
18	0.004286817362
19	0.003984363507
20	0.003791444647
21	0.003608551567
22	0.003452305452
23	0.00331296171
24	0.003210040395
25	0.003118778997
26	0.003042189258
27	0.00298607854
28	0.00292179151
29	0.002892770222
30	0.002864204931
31	0.002818407826
32	0.002797346638
33	0.002753866019
34	0.002727047967
35	0.002697134693
36	0.002672770355
37	0.002640860961
38	0.002613856932
39	0.002582482599
40	0.002555383774
41	0.002528899528
42	0.00251207705
43	0.002498143809
44	0.002477539206
45	0.00247000082
46	0.002456259346
47	0.002424563543
48	0.00241566477
49	0.002407344804
50	0.002394751422
51	0.002382750098
52	0.002373339654
53	0.002366636437
54	0.002357074717
55	0.002337983459
56	0.002329111808
57	0.002311724401
58	0.002305565178
59	0.002295838769
60	0.002286758676
61	0.002277540716
62	0.002259109978
63	0.002249988565
64	0.002241183152
65	0.002227992664
66	0.002215625616
67	0.002212763029
68	0.002208859076
69	0.002204563701
70	0.002193942399
71	0.002188309814
72	0.002182715903
73	0.002176976579
74	0.002169071287
75	0.002162770632
76	0.002150401684
77	0.00214405784
78	0.00213493164
79	0.002128321133
80	0.002124553259
81	0.00211643902
82	0.002096525649
83	0.002086737768
84	0.002074418857
85	0.002064887211
86	0.002058877206
87	0.002046905026
88	0.002037052822
89	0.002029050025
90	0.002024741356
91	0.002019042947
92	0.002000304407
93	0.001993941609
94	0.001987188667
95	0.001975469818
96	0.001965925548
97	0.001957507756
98	0.001950905954
99	0.001944775878
100	0.001929182952
101	0.001924726671
102	0.001907658112
103	0.001901047786
104	0.001895176185
105	0.00189097073
106	0.00188474196
107	0.001879905813
108	0.00187195185
109	0.001862101203
110	0.001852024676
111	0.00184781933
112	0.001842241401
113	0.001837642418
114	0.001833365642
115	0.001825324473
116	0.001817475604
117	0.001808909686
118	0.00180158204
119	0.001795438627
120	0.001788012102
121	0.00178450078
122	0.001780120471
123	0.001765953746
124	0.001756660295
125	0.001751573498
126	0.001747565891
127	0.001738131531
128	0.001727582006
129	0.001723549029
130	0.00172053839
131	0.001707982297
132	0.001697950578
133	0.001693532515
134	0.001688880251
135	0.001684629512
136	0.001680075592
137	0.001676620207
138	0.001672436577
139	0.001668719
140	0.001650623192
141	0.001645102168
142	0.001637707867
143	0.001633724295
144	0.001630450366
145	0.001613693315
146	0.001606967908
147	0.001598845323
148	0.001593531253
149	0.00158921963
150	0.001586980734
151	0.001581115161
152	0.001578281993
153	0.001573860132
154	0.00156994775
155	0.001558958044
156	0.001556292063
157	0.001547536013
158	0.001539039557
159	0.001529987676
160	0.001520380033
161	0.001517085818
162	0.001512037631
163	0.001508407388
164	0.001506591504
165	0.001503450504
166	0.001501319498
167	0.001496127987
168	0.001490234877
169	0.001485541735
170	0.001481568963
171	0.001473390717
172	0.001471035704
173	0.001466558098
174	0.001464088764
175	0.001459342693
176	0.001456056958
177	0.001450186313
178	0.001446764296
179	0.001438617856
180	0.001428448908
181	0.001423012429
182	0.001414452697
183	0.001405340242
184	0.00139541769
185	0.001392518956
186	0.00138984103
187	0.001386813334
188	0.001383752069
189	0.001378926775
190	0.001373997656
191	0.001370469125
192	0.00136596364
193	0.001361734352
194	0.001358106976
195	0.001353258585
196	0.001351254432
197	0.001350036664
198	0.00134550962
199	0.001338486822
200	0.001336389903
201	0.001330148655
202	0.001327635816
203	0.001321864744
204	0.001319390255
205	0.001313982755
206	0.00130767339
207	0.001305429536
208	0.001303644017
209	0.001299196769
210	0.001297294353
211	0.001287989189
212	0.001285826714
213	0.001283592681
214	0.001282421713
215	0.001277871458
216	0.001272641535
217	0.001269768599
218	0.001267190122
219	0.00126568317
220	0.00126339404
221	0.001258993642
222	0.001257066903
223	0.001253510528
224	0.001249011579
225	0.001247196201
226	0.001243787777
227	0.001238397551
228	0.001235569926
229	0.001234736262
230	0.001229200002
231	0.001225866761
232	0.001224306432
233	0.001223089592
234	0.001221437018
235	0.001219632938
236	0.001214093923
237	0.001211417004
238	0.00120894478
239	0.00120580794
240	0.001200941881
241	0.001199203926
242	0.001197834786
243	0.001194590342
244	0.001191654755
245	0.001188903655
246	0.001186591988
247	0.001183546427
248	0.001175926771
249	0.001174319887
250	0.001170727061
251	0.001167289878
252	0.001166029308
253	0.001164943756
254	0.001162880944
255	0.001160747157
256	0.001157386145
257	0.001153973567
258	0.001151538257
259	0.001150594378
260	0.001148340575
261	0.001146689677
262	0.001139624726
263	0.001131859585
264	0.001125029165
265	0.001123706663
266	0.001121060563
267	0.001118886016
268	0.001118015036
269	0.001113742288
270	0.001107835571
271	0.001106327587
272	0.00110381596
273	0.001100945333
274	0.001099211325
275	0.001095705928
276	0.001093896943
277	0.001090538356
278	0.001088687078
279	0.001082768281
280	0.001080901084
281	0.001079331629
282	0.001077514355
283	0.001073625174
284	0.001069401137
285	0.001067545932
286	0.001065954654
287	0.001060386126
288	0.001058880454
289	0.0010573826
290	0.001055657472
291	0.001053318556
292	0.001051623304
293	0.001049271451
294	0.001046577296
295	0.001043884831
296	0.001041268078
297	0.001038724893
298	0.001037289889
299	0.001035865865
300	0.001033319837
301	0.001030928086
302	0.001028981096
303	0.001027542028
304	0.001026201211
305	0.001022929785
306	0.001020651163
307	0.001019338314
308	0.001018043367
309	0.001016256801
310	0.001014918536
311	0.001013938149
312	0.00101266351
313	0.001010563935
314	0.001009332454
315	0.001007184812
316	0.001005120701
317	0.00100172476
318	0.001000534859
319	0.0009997832097
320	0.0009983173166
321	0.0009954247889
322	0.0009908129518
323	0.0009890611512
324	0.0009870986073
325	0.0009834165536
326	0.0009824110217
327	0.0009801175442
328	0.0009778021584
329	0.0009756018536
330	0.0009738221551
331	0.000972311532
332	0.0009712344601
333	0.0009695043156
334	0.0009662386533
335	0.0009650937473
336	0.0009639657707
337	0.0009630200051
338	0.0009609649011
339	0.0009587732577
340	0.0009570969048
341	0.0009559189814
342	0.0009552553264
343	0.0009492078879
344	0.0009477681347
345	0.0009458534984
346	0.0009440977135
347	0.0009412715823
348	0.0009407152055
349	0.0009388488489
350	0.0009366567401
351	0.0009357122163
352	0.0009293841582
353	0.0009277476972
354	0.0009245919479
355	0.0009197346038
356	0.0009114395002
357	0.0009049369949
358	0.0009026554976
359	0.0009022194927
360	0.0009013244303
361	0.0009004564343
362	0.0008957674043
363	0.0008932863816
364	0.0008911850181
365	0.0008890236981
366	0.0008882911524
367	0.0008874302753
368	0.0008864240073
369	0.0008840790632
370	0.000881572407
371	0.0008808737057
372	0.0008800897304
373	0.0008776433166
374	0.0008752049372
375	0.0008745258272
376	0.0008726111939
377	0.0008704525106
378	0.0008695885871
379	0.0008674665937
380	0.0008666997468
381	0.0008629946036
382	0.0008615210979
383	0.0008599702013
384	0.0008575952983
385	0.0008559851284
386	0.0008544988121
387	0.000853240676
388	0.0008517355102
